"","wojewodztwo","powiat_miasto","liczba_przypadkow","liczba_na_10_tys_mieszkancow","zgony","zgony_w_wyniku_covid_bez_chorob_wspolistniejacych","zgony_w_wyniku_covid_i_chorob_wspolistniejacych","liczba_zlecen_poz","liczba_ozdrowiencow","liczba_osob_objetych_kwarantanna","liczba_wykonanych_testow","liczba_testow_z_wynikiem_pozytywnym","liczba_testow_z_wynikiem_negatywnym","liczba_pozostalych_testow","teryt","stan_rekordu_na"
"2982","warmiñsko-mazurskie","nidzicki",25,7.63,0,0,0,33,1,268,59,26,26,7,"t2811","2021-02-03"
"2983","warmiñsko-mazurskie","nowomiejski",4,0.91,1,0,1,15,11,189,37,4,32,1,"t2812","2021-02-03"
"2984","warmiñsko-mazurskie","olecki",2,0.59,1,0,1,10,2,85,20,2,18,0,"t2813","2021-02-03"
"2985","warmiñsko-mazurskie","olsztyñski",51,4.01,0,0,0,74,46,893,176,51,122,3,"t2814","2021-02-03"
"2986","warmiñsko-mazurskie","ostródzki",50,4.81,0,0,0,50,24,557,176,50,125,1,"t2815","2021-02-03"
"2987","warmiñsko-mazurskie","piski",23,4.11,0,0,0,28,11,371,70,23,47,0,"t2816","2021-02-03"
"2988","warmiñsko-mazurskie","szczycieñski",19,2.74,2,0,2,30,28,536,78,19,59,0,"t2817","2021-02-03"
"2989","warmiñsko-mazurskie","go³dapski",11,4.13,0,0,0,8,1,147,61,11,50,0,"t2818","2021-02-03"
"2990","warmiñsko-mazurskie","wêgorzewski",8,3.55,1,0,1,22,10,133,37,8,29,0,"t2819","2021-02-03"
"2991","warmiñsko-mazurskie","Elbl¹g",25,2.1,0,0,0,39,27,511,108,26,82,0,"t2861","2021-02-03"
"2992","warmiñsko-mazurskie","Olsztyn",102,5.94,0,0,0,158,80,1225,328,107,220,1,"t2862","2021-02-03"
"2993","wielkopolskie","chodzieski",1,0.21,0,0,0,13,1,99,25,1,23,1,"t3001","2021-02-03"
"2994","wielkopolskie","czarnkowsko-trzcianecki",10,1.15,0,0,0,18,13,374,56,10,46,0,"t3002","2021-02-03"
"2995","wielkopolskie","gnieŸnieñski",23,1.58,0,0,0,47,27,838,112,26,86,0,"t3003","2021-02-03"
"2996","wielkopolskie","gostyñski",5,0.66,0,0,0,5,8,170,50,5,45,0,"t3004","2021-02-03"
"2997","wielkopolskie","grodziski",4,0.77,1,1,0,19,10,207,35,4,30,1,"t3005","2021-02-03"
"2998","wielkopolskie","jarociñski",7,0.98,0,0,0,16,3,231,70,8,62,0,"t3006","2021-02-03"
"2999","wielkopolskie","kaliski",4,0.48,1,0,1,6,2,343,69,5,64,0,"t3007","2021-02-03"
"3000","wielkopolskie","kêpiñski",17,3.01,0,0,0,10,5,257,93,21,70,2,"t3008","2021-02-03"
"3001","wielkopolskie","kolski",1,0.12,0,0,0,7,5,163,69,1,67,1,"t3009","2021-02-03"
